Unnamed: 0,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg23879813,0.011553977,0.919399454,2.664438651,0.007935933,0.017569633,-4.376474266,0.908884504,0.920438481,0.011553977,11,60970538,F,II,PGA3,TSS1500,opensea,TSS1500-opensea,,,,,rs12799829,,0.014965318
cg11625977,-0.013540915,0.056089272,-5.334118473,1.40E-07,6.66E-07,5.974599055,0.068412479,0.054871564,-0.013540915,17,26988935,R,I,SDF2,TSS200,island,TSS200-island,chr17:26988721-26989391,,,high-CpG:24013013-24013343,,,-0.014962455
cg20992503,-0.049661285,0.861594911,-3.408056758,0.000701725,0.001941799,-2.155097337,0.906790254,0.857128968,-0.049661285,17,59668589,F,I,NACA2,TSS200,opensea,TSS200-opensea,,,,,,,-0.014956829
cg11441617,0.022294116,0.914237583,4.161636969,3.66E-05,0.000126129,0.625863665,0.893948334,0.91624245,0.022294116,19,54646104,R,I,CNOT3,5'UTR,shelf,5'UTR-shelf,chr19:54641071-54642325,,,,,,0.01495521
cg14511586,0.014162768,0.958304605,4.739727313,2.72E-06,1.10E-05,3.110803751,0.945415467,0.959578235,0.014162768,1,24116942,F,II,LYPLA2,TSS1500,shore,TSS1500-shore,chr1:24117482-24117824,TRUE,,,,,0.014950703
cg18271071,-0.014588516,0.081283124,-4.136576881,4.07E-05,0.000139263,0.524971523,0.094559723,0.079971207,-0.014588516,1,15852324,F,II,DNAJC16,TSS1500,shore,TSS1500-shore,chr1:15853108-15853663,,,,,,-0.01490943
cg04636406,0.013473001,0.938627538,3.376366846,0.000785904,0.002154634,-2.260459147,0.926366139,0.939839139,0.013473001,12,6993009,R,I,RPL13P5,TSS200,opensea,TSS200-opensea,,,,,,,0.014909051
cg14252998,0.016648493,0.930010865,4.572239866,5.95E-06,2.30E-05,2.359992799,0.914859539,0.931508032,0.016648493,9,34635016,R,II,SIGMAR1,3'UTR,shelf,3'UTR-shelf,chr9:34637200-34637950,,,,,,0.014885415
cg24539339,0.011816503,0.848817324,2.751367538,0.006128559,0.01393698,-4.144044892,0.838063457,0.849879959,0.011816503,1,45226304,F,II,KIF2C,Body,opensea,Body-opensea,,,,,,,0.014860524
cg02590486,0.009687696,0.939932251,2.870423719,0.00425554,0.010030547,-3.813941553,0.931115751,0.940803447,0.009687696,12,499376,R,II,KDM5A,TSS1500,shore,TSS1500-shore,chr12:498098-498920,,,,,,0.014854892
cg13436085,-0.020083741,0.074273187,-5.02339994,6.85E-07,3.00E-06,4.439068913,0.092550837,0.072467096,-0.020083741,3,183904316,F,I,ABCF3,Body,island,Body-island,chr3:183903386-183904495,,,,rs11539877,,-0.014852679
cg17607973,-0.029250002,0.0799451,-4.560630835,6.28E-06,2.42E-05,2.30887898,0.106564706,0.077314704,-0.029250002,7,100027408,F,I,MEPCE,TSS200,island,TSS200-island,chr7:100025804-100028002,,,high-CpG:99864871-99865715,,,-0.014850698
cg10205403,-0.014223472,0.051865959,-5.100159889,4.66E-07,2.08E-06,4.810617411,0.064810342,0.05058687,-0.014223472,12,95867231,F,II,METAP2,TSS1500,shore,TSS1500-shore,chr12:95867584-95868019,,,,,,-0.014848461
cg00502972,-0.01350824,0.071921958,-4.571051797,5.99E-06,2.31E-05,2.354756272,0.084215428,0.070707188,-0.01350824,17,6543355,R,II,TXNDC17,TSS1500,island,TSS1500-island,chr17:6543354-6544563,,,,,,-0.014831695
cg15623892,-0.011947108,0.056478805,-4.102997509,4.69E-05,0.000158944,0.390679056,0.067351533,0.055404425,-0.011947108,5,122110559,R,II,SNX2,TSS200,island,TSS200-island,chr5:122110539-122111169,,,,,,-0.014821449
cg02653800,-0.014546048,0.042400378,-4.964586422,9.17E-07,3.95E-06,4.157869834,0.055638328,0.04109228,-0.014546048,10,60095305,F,II,UBE2D1,Body,island,Body-island,chr10:60094731-60095306,,,,,,-0.014817326
cg13525064,-0.011267888,0.057150316,-3.379921946,0.000776013,0.002129534,-2.24868627,0.067404904,0.056137016,-0.011267888,2,73114426,R,II,SPR,TSS200,island,TSS200-island,chr2:73114219-73114920,,,,,,-0.014816237
cg26926904,-0.014082085,0.08062568,-4.378003162,1.43E-05,5.24E-05,1.520690781,0.093441391,0.079359306,-0.014082085,4,186317539,F,I,ANKRD37,TSS1500,island,TSS1500-island,chr4:186317143-186318255,,,,,,-0.014810799
cg12327691,0.014020276,0.949339959,3.475705736,0.000549352,0.001552427,-1.927023631,0.936580499,0.950600775,0.014020276,10,101493322,R,II,COX15,TSS1500,shore,TSS1500-shore,chr10:101491680-101492232,,,,,,0.014810389
cg13697368,0.012825709,0.92370356,4.170150067,3.53E-05,0.000121942,0.660267746,0.912031243,0.924856952,0.012825709,17,7833663,F,II,TRAPPC1,3'UTR,shore,3'UTR-shore,chr17:7835171-7835569,,,,rs73235704,,0.014808592
cg09771049,-0.017011895,0.05971246,-4.461429936,9.86E-06,3.69E-05,1.877027327,0.075194508,0.058182613,-0.017011895,17,66031798,R,II,KPNA2,TSS200,island,TSS200-island,chr17:66031784-66032292,,,,,,-0.014808308
cg25214090,0.011157797,0.93754696,2.671253054,0.007778639,0.017257958,-4.358516584,0.927392563,0.938550359,0.011157797,10,38739885,R,II,LOC399744,Body,shore,Body-shore,chr10:38739405-38739704,,,,,,0.014808136
cg20178924,-0.036488528,0.911040228,-3.323924108,0.000946132,0.002555368,-2.432743428,0.944247414,0.907758886,-0.036488528,10,92680146,F,II,ANKRD1,Body,opensea,Body-opensea,,,TRUE,,,,-0.014799397
cg03519180,0.020061551,0.942917933,7.994379721,7.60E-15,7.53E-14,22.35214421,0.924660478,0.944722029,0.020061551,10,119102524,R,II,PDZD8,Body,opensea,Body-opensea,,,TRUE,,,,0.014795869
cg24762359,-0.012146381,0.069751692,-3.907512303,0.000104761,0.000335579,-0.37060996,0.080805773,0.068659391,-0.012146381,13,25254447,F,II,ATP12A,TSS1500,island,TSS1500-island,chr13:25254393-25255093,,,,,,-0.014795562
cg11659030,0.012892877,0.960792665,5.661783221,2.41E-08,1.25E-07,7.683649454,0.94905922,0.961952097,0.012892877,18,9886064,F,II,TXNDC2,5'UTR,opensea,5'UTR-opensea,,,,,,,0.014783907
cg09763120,0.013870992,0.898725288,4.282297593,2.18E-05,7.77E-05,1.119645134,0.886101688,0.899972679,0.013870992,11,66529822,F,I,C11orf80,Body,island,Body-island,chr11:66529656-66529896,,,,rs61890441,,0.014782059
cg03204177,0.015545818,0.952668906,6.456371146,2.34E-10,1.50E-09,12.20005514,0.938521094,0.954066912,0.015545818,12,110560955,F,II,IFT81,TSS1500,shore,TSS1500-shore,chr12:110562095-110562700,,,,,,0.014756645
cg14308831,0.011093013,0.938150848,2.881945793,0.004105227,0.009710748,-3.781273997,0.928055409,0.939148422,0.011093013,7,129687036,F,II,ZC3HC1,Body,shelf,Body-shelf,chr7:129690960-129691326,,,,,,0.014753579
cg25194194,0.012244945,0.899140872,2.451911422,0.014516923,0.03010827,-4.914052326,0.887997091,0.900242036,0.012244945,12,69143431,F,II,SLC35E3,Body,shelf,Body-shelf,chr12:69139815-69140206,,,,rs34571107,rs76251598,0.014747608
cg27387453,-0.032564598,0.90932705,-3.829381318,0.000143106,0.000448192,-0.665046909,0.938963176,0.906398579,-0.032564598,4,88533842,F,II,DSPP,Body,opensea,Body-opensea,,,,,,,-0.014744214
cg24071007,0.019083431,0.947126569,6.716239476,4.62E-11,3.18E-10,13.78810041,0.929759273,0.948842704,0.019083431,1,220142138,F,II,EPRS,3'UTR,opensea,3'UTR-opensea,,,,,,,0.014743994
cg23360000,-0.017219903,0.090303059,-4.401236349,1.29E-05,4.75E-05,1.619295578,0.10597441,0.088754507,-0.017219903,19,39421712,F,I,SARS2,TSS200,shore,TSS200-shore,chr19:39421063-39421615,,,,rs16972885,,-0.014731472
cg09216320,0.013670721,0.944789035,3.939844607,9.19E-05,0.000297279,-0.247119,0.932347695,0.946018416,0.013670721,14,59943950,R,II,C14orf149,Body,opensea,Body-opensea,,,TRUE,,,,0.014717428
cg25581063,-0.011775367,0.052527946,-3.824881156,0.000145677,0.000455609,-0.681834086,0.063244377,0.05146901,-0.011775367,3,93781934,F,II,NSUN3,5'UTR,island,5'UTR-island,chr3:93781648-93782108,TRUE,,high-CpG:95264513-95264637,,,-0.01470373
cg03487553,0.016578786,0.96291813,6.100596858,1.98E-09,1.15E-08,10.11376661,0.947830241,0.964409028,0.016578786,14,67822707,F,II,ATP6V1D,Body,shelf,Body-shelf,chr14:67826139-67827526,,,,rs1536273,,0.014692217
cg20431181,0.016541151,0.892356659,2.725725406,0.006618606,0.014933593,-4.213361981,0.877303022,0.893844172,0.016541151,6,88372815,R,I,ORC3L,Body,opensea,Body-opensea,,,TRUE,,,rs61747273,0.014685291
cg16741602,-0.029119096,0.901410833,-3.164528194,0.00163843,0.004219883,-2.94045539,0.927911306,0.898792209,-0.029119096,11,8965730,R,II,ASCL3,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.014682693
cg03143333,0.015072448,0.950739569,4.621282369,4.75E-06,1.86E-05,2.577252621,0.937022558,0.952095005,0.015072448,18,47793599,F,II,CCDC11,TSS1500,shore,TSS1500-shore,chr18:47794450-47794996,,,,,,0.014674407
cg01092811,-0.01557694,0.060422069,-2.488406442,0.013123798,0.02752452,-4.824843798,0.074598205,0.059021265,-0.01557694,3,131100455,R,II,NUDT16,TSS1500,island,TSS1500-island,chr3:131100341-131101151,,,,,,-0.014672303
cg07552157,-0.01076522,0.056369797,-3.218072562,0.001365846,0.003573333,-2.772583977,0.066166921,0.055401701,-0.01076522,3,142720316,R,I,SR140,TSS200,island,TSS200-island,chr3:142720236-142720759,,,,,,-0.014649611
cg00966098,0.062341443,0.129257244,4.061092233,5.59E-05,0.000187127,0.224534529,0.072522046,0.134863489,0.062341443,16,30596551,F,I,ZNF785,Body,island,Body-island,chr16:30596487-30596900,,,,,,0.014646751
cg09890536,-0.012852878,0.043291043,-6.082395896,2.21E-09,1.28E-08,10.00980338,0.054988087,0.042135208,-0.012852878,1,95582751,R,II,TMEM56,TSS200,island,TSS200-island,chr1:95582750-95583572,,,,,,-0.014646562
cg11744351,-0.013039842,0.042777065,-5.562346896,4.14E-08,2.09E-07,7.155364867,0.05464426,0.041604417,-0.013039842,13,30424153,R,II,UBL3,1stExon,island,1stExon-island,chr13:30423921-30424941,,,high-CpG:29321991-29322888,,,-0.014626591
cg23345561,-0.008186037,0.047156243,-2.419928983,0.015843667,0.032537514,-4.991169795,0.054606126,0.046420089,-0.008186037,6,21593839,R,I,SOX4,TSS200,shore,TSS200-shore,chr6:21594613-21596437,,,,,,-0.014624776
cg19533957,-0.00965941,0.048766143,-2.925513098,0.003579527,0.00857861,-3.656603748,0.057556901,0.047897491,-0.00965941,17,65713589,R,I,NOL11,TSS1500,shore,TSS1500-shore,chr17:65713768-65714268,,,,,,-0.014623742
cg17766468,-0.0127687,0.047877347,-4.604171115,5.14E-06,2.00E-05,2.501205313,0.059497782,0.046729082,-0.0127687,2,74709216,F,I,TTC31,TSS1500,island,TSS1500-island,chr2:74709164-74710110,,,high-CpG:74562704-74562849,,,-0.014622928
cg14132868,-0.013573713,0.0506937,-5.582424982,3.71E-08,1.88E-07,7.261362084,0.063046756,0.049473042,-0.013573713,11,18343680,R,I,HPS5,1stExon,island,1stExon-island,chr11:18343625-18344238,,,high-CpG:18300254-18300633,,,-0.014582478
cg14331899,0.0107653,0.932389363,3.036502995,0.002505751,0.006212239,-3.330812206,0.922592165,0.933357465,0.0107653,11,61125360,R,I,CYBASC3,TSS1500,shelf,TSS1500-shelf,chr11:61129221-61129879,,,,,,0.014580801
cg26561196,-0.015364754,0.067057409,-5.289125983,1.77E-07,8.33E-07,5.747084684,0.08104044,0.065675687,-0.015364754,16,68344680,R,II,SLC7A6OS,1stExon,island,1stExon-island,chr16:68344306-68345246,,,,,,-0.014553202
cg10134141,-0.012894955,0.081734165,-3.873900723,0.000119883,0.000380245,-0.497965825,0.093469502,0.080574547,-0.012894955,19,37157945,R,I,ZNF461,TSS1500,island,TSS1500-island,chr19:37157632-37158119,,,,,,-0.014525212
cg23956068,-0.010415372,0.033147283,-3.959955441,8.47E-05,0.000275455,-0.169821744,0.04262602,0.032210649,-0.010415372,18,33647542,F,I,RPRD1A,TSS200,island,TSS200-island,chr18:33647065-33647665,,,high-CpG:31901304-31901592,,,-0.014515835
cg17810802,-0.011469394,0.072705161,-3.166511268,0.001627499,0.004194514,-2.934286518,0.083143134,0.07167374,-0.011469394,3,108307946,F,I,DZIP3,TSS1500,shore,TSS1500-shore,chr3:108308227-108308604,,,,,,-0.014506915
cg02206375,0.012388039,0.932248916,4.322491355,1.83E-05,6.59E-05,1.287064425,0.920974909,0.933362948,0.012388039,17,45889969,F,I,OSBPL7,Body,shore,Body-shore,chr17:45890956-45891165,,,,,,0.014503332
cg04766529,-0.055673698,0.848181965,-3.043765402,0.002447029,0.006080719,-3.309085474,0.898849036,0.843175337,-0.055673698,6,137144557,R,I,PEX7,Body,shore,Body-shore,chr6:137143635-137144445,,,,,,-0.014486545
cg25214966,0.020577284,0.87099799,2.39947862,0.016747041,0.034183097,-5.039960983,0.852271182,0.872848465,0.020577284,1,172113756,R,II,MIR199A2,Body,opensea,Body-opensea,,,,,,,0.014477938
cg07500976,-0.011722938,0.043081934,-3.152090383,0.001708552,0.004384487,-2.979061461,0.053750651,0.042027713,-0.011722938,19,13261292,F,II,IER2,5'UTR,island,5'UTR-island,chr19:13260562-13264924,,,high-CpG:13122202-13122313,,,-0.01447392
cg06792448,-0.061428123,0.855292005,-2.632024072,0.008723937,0.019119904,-4.461282597,0.911196016,0.849767893,-0.061428123,14,101349632,R,I,MIR432,TSS1500,island,TSS1500-island,chr14:101349372-101349860,,,,,,-0.014471192
cg09669411,0.010121477,0.932640406,2.490122277,0.01306132,0.027408356,-4.820617878,0.923429133,0.93355061,0.010121477,16,4901503,F,II,UBN1,5'UTR,shelf,5'UTR-shelf,chr16:4896606-4898243,,,,,,0.014469074
cg24301681,-0.027644961,0.913261405,-3.450100099,0.000602973,0.001690423,-2.01385635,0.938420308,0.910775347,-0.027644961,11,102827356,R,II,MMP13,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.014468153
cg17175376,-0.012740401,0.072899775,-4.354828547,1.59E-05,5.77E-05,1.42281982,0.084494456,0.071754056,-0.012740401,5,145562478,R,II,LARS,TSS200,opensea,TSS200-opensea,,,,,,,-0.014452541
cg17807683,-0.054176575,0.881412421,-2.894411898,0.003948053,0.009374561,-3.745786883,0.930717002,0.876540427,-0.054176575,17,2996801,F,II,OR1D2,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.01443573
cg26446827,-0.016546787,0.053786152,-2.257963359,0.024335502,0.047564592,-5.366467096,0.068844919,0.052298132,-0.016546787,20,18268978,F,II,ZNF133,TSS200,island,TSS200-island,chr20:18268544-18269405,,,,rs7262512,,-0.01442775
cg22464200,0.013315271,0.946887655,5.82660619,9.59E-09,5.19E-08,8.577640245,0.9347698,0.948085072,0.013315271,3,175338357,R,II,NAALADL2,Body,opensea,Body-opensea,,,,,,,0.014405481
cg16975695,-0.012693947,0.083012291,-2.641749603,0.008480448,0.018643496,-4.435943358,0.094564696,0.081870748,-0.012693947,6,122792759,R,II,SERINC1,Body,island,Body-island,chr6:122792758-122793091,,,,,,-0.014381403
cg23452633,-0.020286187,0.901345272,-2.564210726,0.01060306,0.022758868,-4.635430776,0.919807162,0.899520975,-0.020286187,4,57838913,R,II,C4orf14,Body,shelf,Body-shelf,chr4:57842634-57843893,,,,,,-0.014360825
cg14951953,-0.010969445,0.052045587,-2.999280268,0.002827532,0.00693021,-3.441382006,0.062028572,0.051059126,-0.010969445,2,62082044,F,II,FAM161A,TSS1500,shore,TSS1500-shore,chr2:62080892-62081363,,,,,,-0.01432734
cg25307778,0.01733083,0.930437781,5.091315026,4.88E-07,2.17E-06,4.767543083,0.914665479,0.931996309,0.01733083,8,8871457,R,II,ERI1,Body,opensea,Body-opensea,,,TRUE,,,,0.014320253
cg25411725,0.00932009,0.915890249,2.323235911,0.020526879,0.0409383,-5.218286949,0.907408297,0.916728386,0.00932009,3,38306672,F,II,SLC22A13,TSS1500,opensea,TSS1500-opensea,,,,,,,0.014301173
cg08343754,-0.016049757,0.058867668,-4.942515182,1.02E-06,4.38E-06,4.053124567,0.073474102,0.057424345,-0.016049757,5,73980834,F,II,HEXB,TSS200,shore,TSS200-shore,chr5:73980913-73981521,,,,,,-0.014298551
cg07521912,-0.059569903,0.88541738,-3.373903433,0.000792827,0.002171904,-2.268609874,0.939630277,0.880060375,-0.059569903,5,169660734,R,II,C5orf58,5'UTR,shore,5'UTR-shore,chr5:169659830-169660229,,,,,,-0.01427953
cg04774374,-0.009135018,0.10652469,-2.602981383,0.00948877,0.020614812,-4.536408798,0.114838213,0.105703195,-0.009135018,7,128379134,R,I,CALU,TSS1500,island,TSS1500-island,chr7:128379114-128379697,,,,,,-0.014277559
cg06621249,-0.045271331,0.79999922,-2.706914455,0.007000273,0.015704518,-4.263810858,0.841199389,0.795928057,-0.045271331,19,55241086,F,II,KIR3DL3,Body,opensea,Body-opensea,,,,,rs62132678,,-0.014273747
cg03590257,0.018796195,0.933960583,3.118676561,0.001910863,0.004855074,-3.082048996,0.916854694,0.935650888,0.018796195,4,17805193,F,II,DCAF16,Body,opensea,Body-opensea,,,,,,,0.014267349
cg17576719,-0.010427324,0.046572434,-2.623184391,0.008950664,0.019561427,-4.484234737,0.056062049,0.045634725,-0.010427324,12,46121221,R,II,LOC400027,Body,island,Body-island,chr12:46120726-46124104,,,,,,-0.014257843
cg22232859,-0.027338819,0.887474602,-2.5924718,0.009779978,0.021175936,-4.563394042,0.912354894,0.885016075,-0.027338819,9,97203278,F,II,HIATL1,Body,opensea,Body-opensea,,,,,,,-0.014250314
cg09925874,0.012753319,0.842985527,2.868956475,0.004275036,0.010071452,-3.818092386,0.831379089,0.844132408,0.012753319,16,31091428,F,I,ZNF646,Body,island,Body-island,chr16:31091389-31091796,,,,,,0.014247879
cg00302081,-0.008740343,0.050303191,-2.442612879,0.014892145,0.0307965,-4.936575562,0.058257532,0.049517189,-0.008740343,9,115875112,F,II,C9orf109,TSS200,shore,TSS200-shore,chr9:115875199-115875738,,,,rs73656477,,-0.014233205
cg27136270,0.011039539,0.951305951,4.71055522,3.13E-06,1.25E-05,2.978236807,0.941259177,0.952298716,0.011039539,19,41292793,R,I,RAB4B,Body,island,Body-island,chr19:41292591-41292856,,,,,,0.014198449
cg10538654,-0.01474509,0.05434351,-5.35027119,1.29E-07,6.15E-07,6.056703082,0.067762603,0.053017513,-0.01474509,3,49467370,R,II,NICN1,TSS1500,shore,TSS1500-shore,chr3:49466478-49466843,,,,,,-0.014171494
cg25553198,0.013664232,0.957609006,3.445043616,0.000614123,0.001719146,-2.03093096,0.945173571,0.958837803,0.013664232,4,54854922,R,II,RPL21P44,TSS1500,opensea,TSS1500-opensea,,,,,,,0.014170116
cg03686952,-0.020829679,0.065757222,-5.881853139,7.01E-09,3.85E-08,8.882377502,0.084713729,0.06388405,-0.020829679,12,49075221,R,II,C12orf41,Body,shore,Body-shore,chr12:49075489-49076301,,,,,,-0.014156581
cg11142333,0.015822573,0.924246144,4.118571273,4.39E-05,0.000149507,0.452834488,0.909846464,0.925669037,0.015822573,1,173840261,F,II,ZBTB37,Body,shelf,Body-shelf,chr1:173837172-173837917,,,,,,0.014149388
cg01436700,-0.014937839,0.063825255,-5.131788916,3.97E-07,1.79E-06,4.965206824,0.077419763,0.062481925,-0.014937839,2,105953902,R,II,C2orf49,TSS200,island,TSS200-island,chr2:105953744-105954249,TRUE,,,,rs2033726,-0.014147458
cg08371124,0.013753737,0.909192875,6.5611721,1.23E-10,8.07E-10,12.83404114,0.896675985,0.910429722,0.013753737,19,48257955,F,I,SNORD23,TSS1500,opensea,TSS1500-opensea,,,,,,,0.014138174
cg21127597,0.009099845,0.930643452,2.680335027,0.007573359,0.016849021,-4.334513792,0.922361938,0.931461784,0.009099845,11,118109650,R,II,MPZL3,Body,opensea,Body-opensea,,,TRUE,,,,0.014124702
cg18247179,-0.022234913,0.908938985,-3.305975402,0.001007605,0.002706281,-2.491113117,0.929174356,0.906939442,-0.022234913,22,19436867,F,II,C22orf39,TSS1500,shore,TSS1500-shore,chr22:19434797-19435556,,,,,,-0.014121323
cg15025362,0.01296955,0.945154254,5.275824342,1.90E-07,8.89E-07,5.680155594,0.93335103,0.94632058,0.01296955,3,186256331,F,II,CRYGS,3'UTR,opensea,3'UTR-opensea,,,,,rs4686786,,0.014107479
cg26082001,-0.051381421,0.902218271,-3.302218591,0.001020932,0.002739279,-2.503291922,0.94897906,0.89759764,-0.051381421,15,102357765,F,II,OR4F15,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.014082869
cg17959850,0.009382585,0.965021229,2.281504162,0.022896423,0.045078337,-5.313503068,0.956482401,0.965864987,0.009382585,5,49708563,F,II,EMB,Body,opensea,Body-opensea,,,,,,,0.014082347
cg12401425,-0.021806406,0.050377875,-8.909801449,7.31E-18,9.75E-17,29.20723608,0.070223274,0.048416868,-0.021806406,1,242011513,R,I,EXO1,TSS1500,island,TSS1500-island,chr1:242011151-242011744,,,high-CpG:240078094-240078179,,,-0.014063639
cg12649244,-0.011575333,0.04926928,-3.307931959,0.001000728,0.002689405,-2.484765093,0.059803666,0.048228333,-0.011575333,12,29533769,F,II,ERGIC2,5'UTR,island,5'UTR-island,chr12:29533446-29533916,,,,,,-0.014062563
cg23231670,-0.016031722,0.04862195,-3.209392311,0.001406978,0.003671649,-2.799982505,0.06321197,0.047180248,-0.016031722,6,150346800,R,II,RAET1L,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,,,,-0.014052865
cg16114654,0.015459004,0.938598136,4.173442596,3.48E-05,0.000120352,0.673591588,0.92452933,0.939988334,0.015459004,2,70146834,R,II,MXD1,Body,shelf,Body-shelf,chr2:70141359-70142939,,,,,,0.014052024
cg10794915,-0.012903209,0.042607855,-3.964739741,8.31E-05,0.000270562,-0.151378223,0.054350703,0.041447495,-0.012903209,17,33569985,R,II,SLFN5,TSS200,island,TSS200-island,chr17:33569141-33570527,,,,,,-0.014041655
cg13001012,-0.046636177,0.883938324,-3.381369781,0.000772018,0.002119452,-2.243888291,0.9263806,0.879744423,-0.046636177,3,151530534,R,II,AADAC,TSS1500,opensea,TSS1500-opensea,,,,,rs76177058,rs74351802,-0.014040412
cg10726463,-0.025155037,0.914487647,-3.08289234,0.002151818,0.005410538,-3.191167171,0.93738054,0.912225504,-0.025155037,22,38243770,R,II,MIR659,Body,shore,Body-shore,chr22:38245341-38245681,,,,,,-0.014039407
cg26550854,0.011724329,0.923037385,3.371790911,0.000798808,0.00218716,-2.27559506,0.912367402,0.924091731,0.011724329,22,19025158,F,II,DGCR2,3'UTR,opensea,3'UTR-opensea,,,,,,,0.014030016
cg07025471,0.01903887,0.129651466,2.773095808,0.005739221,0.013133275,-4.084813679,0.112324725,0.131363595,0.01903887,5,56468858,F,II,GPBP1,TSS1500,shore,TSS1500-shore,chr5:56469018-56470521,,,,rs73757311,,0.014019306
cg05374396,0.019888233,0.922358221,2.936698274,0.003454856,0.008308514,-3.624304134,0.904258498,0.924146731,0.019888233,19,43922723,F,II,TEX101,3'UTR,shelf,3'UTR-shelf,chr19:43918854-43919127,,,,,,0.014017875
cg17428744,-0.012785235,0.065294348,-3.039794981,0.002478974,0.0061523,-3.320969889,0.076929832,0.064144597,-0.012785235,1,38478083,R,II,UTP11L,TSS1500,island,TSS1500-island,chr1:38478082-38478727,,,,,,-0.014012113
cg24304518,0.023312793,0.830536512,2.247763812,0.024983027,0.048682998,-5.389247421,0.809320193,0.832632986,0.023312793,2,113299015,F,II,POLR1B,TSS1500,shore,TSS1500-shore,chr2:113299403-113300284,,,,,,0.01401009
cg08679828,-0.014325976,0.109800623,-3.783179248,0.000171661,0.000530195,-0.836505576,0.122838292,0.108512316,-0.014325976,8,102218111,R,I,ZNF706,TSS200,island,TSS200-island,chr8:102217317-102218461,,,,,,-0.01399928
cg19599862,-0.017979189,0.071120458,-3.04939255,0.002402399,0.005980168,-3.292216385,0.087482813,0.069503625,-0.017979189,19,44669327,R,II,ZNF226,1stExon,opensea,1stExon-opensea,,,,,,rs1107064,-0.01399665
cg09058955,0.013794339,0.944357237,3.660794022,0.00027546,0.000821269,-1.281119907,0.931803396,0.945597735,0.013794339,2,231086230,R,II,SP110,TSS1500,opensea,TSS1500-opensea,,,,,,,0.013984663
cg20444381,-0.013027569,0.150478765,-2.251954379,0.024715197,0.048219789,-5.379900195,0.16233479,0.149307221,-0.013027569,8,109456000,F,II,TTC35,Body,island,Body-island,chr8:109455600-109456263,,,,rs75121144,,-0.01398001
cg23378992,-0.013062683,0.036385309,-5.972884332,4.17E-09,2.34E-08,9.390026332,0.04827329,0.035210607,-0.013062683,12,111051514,R,II,TCTN1,TSS1500,shore,TSS1500-shore,chr12:111051693-111052150,,,,rs3885803,,-0.013973016
cg15471981,0.017219104,0.945496105,3.112670498,0.001949487,0.004944226,-3.100448441,0.929825482,0.947044585,0.017219104,19,54291942,R,II,MIR373,TSS200,opensea,TSS200-opensea,,,,,,,0.01396949
cg18023724,-0.03675382,0.895110447,-2.757384292,0.006018427,0.013710563,-4.127688618,0.928559067,0.891805247,-0.03675382,4,164088493,F,II,NAF1,TSS1500,shore,TSS1500-shore,chr4:164087461-164088146,,,,,,-0.013956474
cg24015817,-0.013951654,0.140533817,-2.991669589,0.002897814,0.007086586,-3.463826919,0.153230826,0.139279172,-0.013951654,6,96025855,F,I,MANEA,5'UTR,island,5'UTR-island,chr6:96025241-96026042,,,,,,-0.013951654
cg10009297,-0.015069546,0.058647472,-5.867325246,7.62E-09,4.17E-08,8.80199677,0.072361843,0.057292297,-0.015069546,17,34890195,F,I,MYO19,5'UTR,shore,5'UTR-shore,chr17:34890466-34891480,,,,,,-0.013935512
cg21571665,0.014150273,0.074705,3.077496179,0.002190486,0.005498835,-3.20751632,0.061827234,0.075977507,0.014150273,14,74353524,R,II,ZNF410,TSS200,island,TSS200-island,chr14:74353202-74353831,,,,,,0.013924195
cg09257432,-0.048158329,0.878240948,-3.587396109,0.000363499,0.001060893,-1.541084822,0.922068492,0.873910163,-0.048158329,3,46062588,R,II,XCR1,Body,opensea,Body-opensea,,,,,,,-0.01392408
cg04620101,-0.013880666,0.059319544,-4.068503206,5.42E-05,0.000181806,0.253800365,0.071951949,0.058071283,-0.013880666,15,101835123,R,II,SNRPA1,Body,island,Body-island,chr15:101834943-101835946,,,,,,-0.013888246
cg15727783,-0.013380846,0.06123234,-4.332305676,1.75E-05,6.33E-05,1.328166186,0.073409873,0.060029026,-0.013380846,10,105727545,F,I,SLK,1stExon,shore,1stExon-shore,chr10:105726687-105727255,,,,,,-0.013879578
cg09464028,0.013378284,0.966891487,6.274529657,7.07E-10,4.31E-09,11.12091192,0.954716286,0.96809457,0.013378284,2,128744380,R,II,SAP130,Body,opensea,Body-opensea,,,,low-CpG:128460828-128460877,,,0.013869635
cg26324201,-0.011421766,0.040860984,-5.201144611,2.79E-07,1.28E-06,5.307227508,0.051255612,0.039833847,-0.011421766,5,68530549,F,II,CDK7,TSS200,shore,TSS200-shore,chr5:68530597-68531001,,,,,,-0.013864165
cg17420218,-0.012505348,0.03010744,-5.2729826,1.93E-07,9.01E-07,5.665876722,0.041488206,0.028982858,-0.012505348,2,20102066,F,II,TTC32,TSS1500,island,TSS1500-island,chr2:20101004-20102067,,,,,,-0.013856702
