CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg04021697,0.323635275768677,0.468163386173045,10.3961764630367,2.99190224774988e-23,7.18983446256623e-22,41.4873862498733,0.173632002110184,0.497267277878862,0.323635275768678,1,3567303,R,I,WDR8,TSS1500,island,TSS1500-island,chr1:3566445-3569636,,,,,,0.3873228244259973
cg16482474,0.340284781070228,0.44454582562077,11.3443337159749,5.69774185700165e-27,2.22888528159853e-25,49.9845513320351,0.13486219392736,0.475146974997589,0.340284781070228,7,151107637,R,I,WDR86,TSS1500,island,TSS1500-island,chr7:151106244-151107808,True,,,,,0.3987629018091512
cg23740882,0.402701363544161,0.51993390468289,14.5536758013687,7.02261608930534e-41,2.97181471977179e-38,81.8247297988363,0.153446692536586,0.556148056080747,0.402701363544161,20,44098387,F,II,WFDC2,TSS200,island,TSS200-island,chr20:44098280-44099536,,,,rs6032215,,0.5137986584727695
cg11626007,0.333241197183581,0.520143947091728,13.5161679670194,3.4386940252436394e-36,5.9670382184814795e-34,71.0797988999499,0.21687048346782,0.550111680651403,0.333241197183582,20,43743835,F,II,WFDC5,TSS200,opensea,TSS200-opensea,,,,,,,0.3780391562728861
cg21383810,0.3272996201081,0.562898627989572,13.0711825746677,3.13220908186166e-34,3.91089517969388e-32,66.5928227236421,0.265032426955942,0.592332047064042,0.3272996201081,12,65515470,R,I,WIF1,TSS1500,island,TSS1500-island,chr12:65514878-65515863,,,,,,0.4029200792267777
cg13999188,0.358225236033853,0.422416093616698,11.0971913945489,5.55937852881769e-26,1.89616137754656e-24,47.7237990871683,0.096405357226177,0.45463059326003,0.358225236033853,2,175548310,F,II,WIPF1,TSS1500,shore,TSS1500-shore,chr2:175546862-175547880,True,,,,,0.3924332920938589
cg06274159,0.381355554470467,0.52958191743582,11.6610682502238,2.9413182334041e-28,1.38699980920413e-26,52.9269465179264,0.182520927216295,0.563876481686762,0.381355554470467,4,188916867,R,II,ZFP42,TSS200,island,TSS200-island,chr4:188916605-188916876,,,,,,0.4310843023325991
cg08668790,0.389444953447017,0.660002636780571,15.6135333067328,7.974851064734871e-46,8.87626877162302e-43,93.1603125349895,0.305579711521236,0.695024664968252,0.389444953447016,19,58220662,F,II,ZNF154,TSS200,shore,TSS200-shore,chr19:58220189-58220517,True,,,,,0.4353074899254953
cg16014085,0.357107721865275,0.55927216705824,14.4109301313984,3.1708138055600293e-40,1.17063396243446e-37,80.3244112610066,0.234278448957828,0.591386170823103,0.357107721865275,16,30406122,F,II,ZNF48,TSS1500,shore,TSS1500-shore,chr16:30406290-30407290,,,,rs9924949,,0.4024073761432871
cg16731240,0.474317415204549,0.618758471446771,16.6391104224949,9.83585311448689e-51,2.94794090384254e-47,104.418853104158,0.187095500055579,0.66141291526013,0.47431741520455,19,52391250,F,II,ZNF577,TSS200,island,TSS200-island,chr19:52390841-52391368,True,,,rs75075099,,0.5773830838668329
cg05165378,0.333447986016588,0.409179876039971,8.78752672715778,1.90901299007187e-17,2.43740109258439e-16,28.2587601437185,0.105718219701133,0.439166205717721,0.333447986016589,7,99155739,F,II,ZNF655,TSS1500,shore,TSS1500-shore,chr7:99155871-99156969,,,,,,0.3879206819738656
cg27577527,0.324626037156658,0.418900927092658,10.2407548188109,1.16334441234616e-22,2.60664672213632e-21,40.1414978988646,0.123467878888937,0.448093916045595,0.324626037156658,6,28367544,R,I,ZSCAN12,TSS200,island,TSS200-island,chr6:28367124-28367651,True,,,,,0.3852662809833152
