CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,F1_dif,early_dbeta,later_dbeta,dbate_dif
cg15267232,0.416894211,0.60183044,18.13185186,4.7200000000000005e-58,6.339999999999999e-54,121.2114435,0.222426716,0.639320927,0.416894211,10,8097689,F,I,GATA3,Body,island,Body-island,chr10:8091374-8098329,,,,,,0.487701812,hyper,0.33,0.967611336,0.964467005,-0.003144331,0.483047374,0.48997085,-0.006923476
cg18267506,0.424508915,0.52323891,14.01202208,2.07e-38,5.45e-36,76.167935,0.136905258,0.561414173,0.424508915,1,48937445,R,II,SPATA6,Body,island,Body-island,chr1:48937304-48937683,,,,,,0.496004723,hyper,0.13,0.965931864,0.959183673,-0.00674819,0.486840991,0.516256006,-0.029415015
cg08946731,0.464964779,0.604767592,15.0353128,4.14e-43,2.71e-40,86.93466857,0.181616192,0.646580971,0.464964779,7,32981826,F,II,RP9P,Body,shore,Body-shore,chr7:32981938-32982865,,True,,rs56664420,,0.570770913,hyper,0.22,0.965794769,0.969387755,0.003592986,0.552183648,0.573686356,-0.021502708
cg12161228,0.374806154,0.508683851,14.72801786,1.1e-41,5.51e-39,83.66605981,0.167583287,0.542389441,0.374806154,11,89224506,R,I,NOX4,1stExon,island,1stExon-island,chr11:89224416-89224718,,True,,,,0.454733011,hyper,0.2,0.965794769,0.948979592,-0.016815177,0.43952241,0.471604869,-0.032082459
cg16317273,0.442938341,0.596725715,15.30150192,2.36e-44,1.92e-41,89.78888658,0.193619958,0.636558299,0.442938341,5,38258028,F,II,EGFLAM,TSS1500,island,TSS1500-island,chr5:38257825-38259136,,True,,,,0.53357754,hyper,0.26,0.965656566,0.959183673,-0.006472892,0.504665274,0.544639434,-0.03997416
cg25307318,0.393327522,0.63756941,16.10857405,3.52e-48,6e-45,98.56245538,0.279613068,0.67294059,0.393327522,10,123923081,R,II,TACC2,Body,island,Body-island,chr10:123922850-123923542,,True,high-CpG:123912997-123913135,,,0.48102831,hyper,0.39,0.965656566,0.9375,-0.028156566,0.463230254,0.491177982,-0.027947728
cg02639634,0.399972538,0.585893088,15.53598859,1.85e-45,1.86e-42,92.31994852,0.221889303,0.621861841,0.399972538,8,54792161,F,II,RGS20,Body,island,Body-island,chr8:54791845-54795141,,,,,,0.475243393,hyper,0.31,0.965656566,0.964467005,-0.001189561,0.467365719,0.478992407,-0.011626688
cg15621260,0.387056004,0.574626615,17.12747319,4.16e-53,2.07e-49,109.865173,0.222377805,0.609433809,0.387056004,11,27015813,R,I,FIBIN,5'UTR,opensea,5'UTR-opensea,,,True,low-CpG:26972232-26972413,,,0.457226372,hyper,0.3,0.965656566,0.954773869,-0.010882696,0.448819852,0.465538683,-0.016718831
cg17437939,0.427859796,0.639887755,15.15461024,1.1500000000000001e-43,8.2e-41,88.21127856,0.250504559,0.678364355,0.427859796,7,97361252,R,II,TAC1,TSS200,island,TSS200-island,chr7:97361132-97363018,,,,,,0.508479739,hyper,0.34,0.963709677,0.948453608,-0.015256069,0.488386729,0.520840164,-0.032453435
cg21526205,0.382585958,0.481895301,13.9876156,2.66e-38,6.87e-36,75.91541209,0.133714555,0.516300513,0.382585958,1,76540574,R,I,ST6GALNAC3,Body,island,Body-island,chr1:76540147-76540653,True,,,,,0.481788655,hyper,0.15,0.963709677,0.959183673,-0.004526004,0.448008528,0.495478266,-0.047469738
cg14117138,0.487159328,0.627808756,17.53042025,4.41e-55,2.91e-51,114.3952207,0.184458719,0.671618048,0.487159328,19,46800085,R,I,HIF3A,TSS1500,island,TSS1500-island,chr19:46800053-46800603,True,,,,,0.587046117,hyper,0.32,0.963562753,0.959183673,-0.00437908,0.570827019,0.597379729,-0.02655271
cg14861089,0.456110824,0.616962583,16.29931593,4.2800000000000004e-49,9.2e-46,100.6603591,0.201868919,0.657979743,0.456110824,10,102895043,R,I,TLX1,Body,island,Body-island,chr10:102893660-102895059,,,,,,0.559211553,hyper,0.28,0.963562753,0.948979592,-0.014583161,0.534851997,0.585870391,-0.051018394
cg20787173,0.398757684,0.541145196,14.53223371,8.81e-41,3.65e-38,81.59894002,0.178247016,0.5770047,0.398757684,6,133562475,F,I,EYA4,TSS200,island,TSS200-island,chr6:133562086-133563586,True,,,,,0.497229225,hyper,0.19,0.963562753,0.948979592,-0.014583161,0.493204392,0.499215506,-0.006011114
cg01235820,0.40207145,0.559824404,14.22530079,2.23e-39,6.9700000000000005e-37,78.38346996,0.193910459,0.595981909,0.40207145,20,642782,R,I,SCRT2,3'UTR,island,3'UTR-island,chr20:642672-642895,,,,,,0.474657698,hyper,0.25,0.963562753,0.953846154,-0.009716599,0.459542722,0.482077778,-0.022535056
cg05057720,0.38805398,0.523356677,14.81634277,4.3099999999999997e-42,2.29e-39,84.6025737,0.170199637,0.558253617,0.38805398,14,38724675,R,I,CLEC14A,1stExon,island,1stExon-island,chr14:38724254-38725537,,True,,,,0.470590324,hyper,0.2,0.963562753,0.964467005,0.000904252,0.449646793,0.496311195,-0.046664402
cg18709349,0.373242964,0.510867744,13.18450238,1e-34,1.3500000000000002e-32,67.72807755,0.171189795,0.544432759,0.373242964,19,46999274,F,I,PNMAL2,TSS200,island,TSS200-island,chr19:46999028-46999290,True,,,rs73942484,,0.414777534,hyper,0.19,0.963562753,0.953846154,-0.009716599,0.383161897,0.429938249,-0.046776352
cg19852958,0.392983797,0.544339922,14.31990417,8.26e-40,2.8100000000000003e-37,79.37119841,0.186696395,0.579680192,0.392983797,4,13545760,F,I,NKX3-2,1stExon,island,1stExon-island,chr4:13543562-13546494,,,,rs9684692,,0.460483485,hyper,0.25,0.963414634,0.943005181,-0.020409453,0.437454327,0.480932455,-0.043478128
cg15219228,0.42961307,0.564179437,14.89123704,1.94e-42,1.09e-39,85.39857582,0.173200635,0.602813706,0.42961307,6,35479628,F,I,TULP1,Body,island,Body-island,chr6:35479388-35479678,,True,,,,0.533947318,hyper,0.22,0.961616162,0.954773869,-0.006842292,0.514010098,0.543645521,-0.029635423
cg18525352,0.37442769,0.625537307,14.84042621,3.3299999999999995e-42,1.8e-39,84.85835239,0.284781172,0.659208862,0.37442769,12,106533867,R,I,NUAK1,TSS200,shore,TSS200-shore,chr12:106532106-106533696,,,,,,0.430646473,hyper,0.36,0.961616162,0.948453608,-0.013162553,0.42457221,0.433519927,-0.008947717
cg16731240,0.474317415,0.618758471,16.63911042,9.84e-51,2.9500000000000003e-47,104.4188531,0.1870955,0.661412915,0.474317415,19,52391250,F,II,ZNF577,TSS200,island,TSS200-island,chr19:52390841-52391368,True,,,rs75075099,,0.577383084,hyper,0.25,0.961460446,0.948453608,-0.013006838,0.562734747,0.584614541,-0.021879794
cg13722431,0.386170284,0.546829967,16.76850358,2.32e-51,8.32e-48,105.8569221,0.195387227,0.581557511,0.386170284,6,2903533,F,I,SERPINB9,1stExon,island,1stExon-island,chr6:2903175-2903906,True,,high-CpG:2848460-2848554,rs2236275,,0.466804026,hyper,0.35,0.961460446,0.943005181,-0.018455265,0.46075143,0.46973634,-0.00898491
cg13803976,0.373802887,0.571258915,14.66066754,2.2599999999999999e-41,1.06e-38,82.95358601,0.231071396,0.604874283,0.373802887,2,87016129,R,II,CD8A,Body,island,Body-island,chr2:87015974-87018182,,,,,,0.445357568,hyper,0.32,0.961460446,0.921465969,-0.039994478,0.410389998,0.466373371,-0.055983373
cg12840719,0.379115813,0.507178445,12.276115,8.13e-31,5.7e-29,58.77835314,0.162155781,0.541271594,0.379115813,9,21968233,R,II,CDKN2A,Body,shore,Body-shore,chr9:21968358-21968728,,True,,,rs72549205,0.431954301,hyper,0.18,0.961460446,0.948979592,-0.012480854,0.39157438,0.451317771,-0.059743391
cg03576469,0.472785931,0.621988236,17.08321076,6.84e-53,3.18e-49,109.3694999,0.191719025,0.664504956,0.472785931,19,46917061,F,II,CCDC8,TSS200,shore,TSS200-shore,chr19:46915311-46915802,True,,,,,0.549827987,hyper,0.38,0.961303462,0.926315789,-0.034987673,0.538441707,0.565730846,-0.027289139
cg05415131,0.45067653,0.58088842,18.22735072,1.5900000000000001e-58,2.3899999999999998e-54,122.299303,0.170740355,0.621416885,0.45067653,11,58940866,R,I,DTX4,Body,island,Body-island,chr11:58940830-58941052,,,,,,0.525459506,hyper,0.38,0.961303462,0.9375,-0.023803462,0.515634725,0.530341001,-0.014706276
cg03280622,0.405468415,0.51991503,15.30976227,2.15e-44,1.79e-41,89.87778652,0.150909602,0.556378017,0.405468415,8,145023013,R,II,PLEC1,Body,shore,Body-shore,chr8:145024449-145025179,,True,,,,0.477638666,hyper,0.26,0.961303462,0.9375,-0.023803462,0.456483349,0.489623486,-0.033140137
cg19166302,0.393904231,0.64335038,16.19999019,1.2799999999999999e-48,2.3799999999999998e-45,99.56681089,0.284869191,0.678773422,0.393904231,3,122296613,R,II,PARP15,1stExon,island,1stExon-island,chr3:122296612-122296828,,,,,,0.432197848,hyper,0.43,0.961303462,0.920634921,-0.040668542,0.425808634,0.444454751,-0.018646117
cg01532436,0.444313571,0.627370301,16.4553196,7.5900000000000005e-50,1.8899999999999998e-46,102.3826299,0.223012986,0.667326557,0.444313571,19,48983942,F,II,CYTH2,3'UTR,island,3'UTR-island,chr19:48983562-48984175,True,True,,,,0.538592092,hyper,0.35,0.95951417,0.931937173,-0.027576997,0.511565074,0.557182685,-0.045617611
cg11097717,0.393034899,0.574906467,16.09444723,4.1099999999999995e-48,6.96e-45,98.40743194,0.217216433,0.610251332,0.393034899,2,191045635,F,II,C2orf88,5'UTR,island,5'UTR-island,chr2:191044979-191045829,,True,,,,0.500745964,hyper,0.31,0.95951417,0.953846154,-0.005668016,0.480588832,0.512060478,-0.031471646
cg01635086,0.452917346,0.525444062,15.65476899,5.09e-46,5.870000000000001e-43,93.60785249,0.113256694,0.56617404,0.452917346,17,42386326,R,II,RUNDC3A,Body,island,Body-island,chr17:42385810-42386393,,,,,,0.54386235,hyper,0.2,0.959349593,0.953846154,-0.00550344,0.521691159,0.563002451,-0.041311292
cg20676696,0.431736041,0.544759411,14.54194117,7.949999999999999e-41,3.33e-38,81.70114321,0.151848553,0.583584594,0.431736041,1,110210444,R,II,GSTM2,TSS200,shore,TSS200-shore,chr1:110210581-110210956,True,True,,,,0.524323575,hyper,0.2,0.959349593,0.943005181,-0.016344412,0.507362283,0.532041071,-0.024678788
cg23618344,0.405861603,0.546190164,14.29823635,1.04e-39,3.4500000000000004e-37,79.14470376,0.176826907,0.58268851,0.405861603,12,54423428,R,II,HOXC4,5'UTR,island,5'UTR-island,chr12:54423427-54423712,,,,,,0.492325629,hyper,0.29,0.959349593,0.903225806,-0.056123787,0.467523929,0.50416457,-0.036640641
cg01972751,0.407480809,0.549733169,14.60175842,4.22e-41,1.87e-38,82.33158943,0.178896317,0.586377126,0.407480809,6,137814728,R,I,OLIG3,1stExon,island,1stExon-island,chr6:137814355-137815202,True,True,,,,0.49042883,hyper,0.24,0.959349593,0.964824121,0.005474527,0.453402179,0.508742838,-0.055340659
cg05661282,0.398763858,0.530144837,16.97684584,2.2599999999999998e-52,9.43e-49,108.1800028,0.167241039,0.566004896,0.398763858,19,58220370,R,I,ZNF154,5'UTR,island,5'UTR-island,chr19:58220189-58220517,True,,,,rs10559485,0.479850715,hyper,0.31,0.959349593,0.964467005,0.005117412,0.466622437,0.492132712,-0.025510275
cg07016276,0.40410256,0.567067634,17.24358989,1.13e-53,5.88e-50,111.1673678,0.199305233,0.603407793,0.40410256,6,29692009,F,I,HLA-F,Body,island,Body-island,chr6:29691106-29692093,True,True,,rs3087327,,0.473347128,hyper,0.35,0.959349593,0.948453608,-0.010895985,0.454259813,0.488262548,-0.034002735
cg02776659,0.403970477,0.634567281,16.56168968,2.33e-50,6.21e-47,103.5601757,0.266925084,0.670895561,0.403970477,21,47717406,R,II,C21orf57,Body,island,Body-island,chr21:47717235-47718059,,,,,,0.471789646,hyper,0.37,0.959349593,0.953846154,-0.00550344,0.463336183,0.480277015,-0.016940832
cg05971966,0.374855558,0.578301172,16.90832439,4.86e-52,1.93e-48,107.4149548,0.237155646,0.612011204,0.374855558,5,40681137,F,I,PTGER4,Body,island,Body-island,chr5:40679502-40682081,True,,,,,0.459589552,hyper,0.38,0.959349593,0.943005181,-0.016344412,0.448252285,0.468809134,-0.020556849
cg17395064,0.390403514,0.556021758,14.94494715,1.0899999999999998e-42,6.43e-40,85.97048293,0.200726474,0.591129988,0.390403514,12,104609476,R,I,TXNRD1,TSS200,island,TSS200-island,chr12:104609397-104610172,,,,,,0.458651251,hyper,0.3,0.959349593,0.943005181,-0.016344412,0.455396702,0.463008686,-0.007611984
cg22806907,0.379415638,0.4440507,12.31220282,5.7200000000000005e-31,4.1000000000000003e-29,59.12710633,0.098755173,0.478170811,0.379415638,17,40826212,F,I,PLEKHH3,Body,shore,Body-shore,chr17:40827975-40828659,,True,,,,0.438624537,hyper,0.11,0.959349593,0.959183673,-0.00016592,0.43025421,0.442638378,-0.012384168
cg01373189,0.377158932,0.540226834,14.96550818,8.75e-43,5.2899999999999995e-40,86.18964934,0.196985072,0.574144004,0.377158932,13,33002820,R,II,N4BP2L1,TSS1500,shore,TSS1500-shore,chr13:33001249-33002078,,,,,,0.431521905,hyper,0.31,0.959349593,0.892473118,-0.066876475,0.424511842,0.428974365,-0.004462523
cg08377924,0.455227965,0.526558613,14.71900945,1.22e-41,6.02e-39,83.57068034,0.112268415,0.567496379,0.455227965,17,41363628,R,II,NBR1,3'UTR,shore,3'UTR-shore,chr17:41363727-41364273,True,,,,,0.521922397,hyper,0.2,0.959183673,0.9375,-0.021683673,0.529752386,0.527561462,0.002190924
cg17397631,0.393593336,0.562322679,18.98871653,2.51e-62,1.05e-57,131.0204357,0.204124427,0.597717763,0.393593336,4,779880,F,I,CPLX1,3'UTR,island,3'UTR-island,chr4:778661-780592,,,,rs11248041,,0.458218246,hyper,0.4,0.959183673,0.9375,-0.021683673,0.450640623,0.46319007,-0.012549447
cg06248767,0.389988474,0.548965862,14.46524586,1.79e-40,6.97e-38,80.89450703,0.194048294,0.584036768,0.389988474,8,56852290,R,I,LYN,5'UTR,opensea,5'UTR-opensea,,,True,,,,0.438217766,hyper,0.31,0.959183673,0.9375,-0.021683673,0.421315357,0.443076481,-0.021761124
cg00735923,0.403022924,0.63903779,14.32860487,7.54e-40,2.5800000000000002e-37,79.46219153,0.272257935,0.675280859,0.403022924,7,117119963,R,II,CFTR,TSS200,opensea,TSS200-opensea,,,,low-CpG:116906174-116907321,,,0.50322073,hyper,0.37,0.957575758,0.943589744,-0.013986014,0.487926065,0.51067924,-0.022753175
cg04407470,0.41683616,0.547685311,15.94979703,2.02e-47,3e-44,96.82294578,0.168334418,0.585170577,0.41683616,6,108489977,R,I,NR2E1,Body,island,Body-island,chr6:108485671-108490539,,True,,,,0.543105463,hyper,0.26,0.957403651,0.974874372,0.017470721,0.527275292,0.551360619,-0.024085327
cg21330423,0.460589703,0.53983917,15.87675423,4.490000000000001e-47,6.35e-44,96.02485039,0.120669405,0.581259107,0.460589703,6,29975068,R,I,HLA-J,Body,island,Body-island,chr6:29974220-29975369,,True,,,,0.565882942,hyper,0.19,0.957230143,0.948453608,-0.008776534,0.550384123,0.572853565,-0.022469442
cg07519235,0.483140395,0.706470735,17.81826341,1.6800000000000002e-56,1.3899999999999998e-52,117.6496846,0.266778216,0.749918612,0.483140395,16,19894978,R,II,GPRC5B,5'UTR,island,5'UTR-island,chr16:19894965-19897156,True,,,,,0.545629005,hyper,0.46,0.957230143,0.931937173,-0.02529297,0.525977127,0.555580918,-0.029603791
cg23357130,0.462684751,0.563013054,13.70860811,4.77e-37,9.77e-35,73.04379634,0.141936644,0.604621395,0.462684751,11,3181928,F,I,OSBPL5,5'UTR,island,5'UTR-island,chr11:3181574-3182120,True,True,,,,0.528942553,hyper,0.18,0.957230143,0.964467005,0.007236863,0.505276027,0.557399016,-0.052122989
cg27071152,0.410213648,0.60688978,15.11235433,1.81e-43,1.24e-40,87.75861462,0.233565848,0.643779496,0.410213648,7,39649443,F,I,LOC646999,Body,island,Body-island,chr7:39649253-39649510,,True,,rs4723885,,0.476863035,hyper,0.34,0.957230143,0.943589744,-0.013640399,0.463104614,0.491020861,-0.027916247
cg14486338,0.389144436,0.644056986,17.9201371,5.28e-57,5.37e-53,118.8049754,0.289907554,0.67905199,0.389144436,8,99440279,R,I,KCNS2,Body,island,Body-island,chr8:99438692-99440425,,,,,,0.470704222,hyper,0.45,0.957230143,0.95959596,0.002365817,0.456245,0.48442319,-0.02817819
cg02711647,0.413300997,0.516076931,14.11092536,7.37e-39,2.11e-36,77.19338106,0.13994329,0.553244287,0.413300997,2,45237689,R,I,SIX2,TSS1500,island,TSS1500-island,chr2:45235511-45237792,,,,,,0.469704983,hyper,0.22,0.957230143,0.964467005,0.007236863,0.449164305,0.487955886,-0.038791581
cg27494647,0.396712069,0.61421782,15.99224843,1.26e-47,1.97e-44,97.28741049,0.253181297,0.649893366,0.396712069,7,150038898,F,I,RARRES2,TSS200,island,TSS200-island,chr7:150037459-150039031,True,,,,,0.466097955,hyper,0.37,0.957230143,0.93814433,-0.019085813,0.458548629,0.472281906,-0.013733277
cg07330230,0.396037435,0.484941842,12.24450409,1.11e-30,7.560000000000001e-29,58.47334642,0.124519284,0.520556719,0.396037435,3,125899925,F,I,ALDH1L1,TSS1500,shore,TSS1500-shore,chr3:125898662-125899568,,True,,,,0.454430407,hyper,0.13,0.957230143,0.98,0.022769857,0.436512304,0.463022713,-0.026510409
cg02499249,0.461076705,0.568310676,15.17531068,9.19e-44,6.69e-41,88.43322163,0.148697703,0.609774408,0.461076705,3,25469720,R,II,RARB,TSS200,opensea,TSS200-opensea,,,True,,,,0.537191401,hyper,0.26,0.957055215,0.926315789,-0.030739425,0.51953971,0.545746515,-0.026206805
cg04299389,0.426405674,0.580195462,14.92688142,1.3199999999999999e-42,7.67e-40,85.7780204,0.192135621,0.618541296,0.426405674,20,25129296,F,II,LOC284798,Body,island,Body-island,chr20:25128764-25129610,True,True,,,,0.507283417,hyper,0.32,0.957055215,0.921465969,-0.035589246,0.484052217,0.520836457,-0.03678424
cg15323528,0.417296074,0.499650354,16.15853505,2.0299999999999998e-48,3.6299999999999996e-45,99.11110559,0.119880905,0.537176979,0.417296074,10,73156427,R,II,CDH23,TSS1500,island,TSS1500-island,chr10:73156164-73157954,True,,high-CpG:72826209-72826722,,,0.484093302,hyper,0.23,0.957055215,0.948453608,-0.008601606,0.469591277,0.500380521,-0.030789244
cg24676071,0.373312615,0.691962019,16.22393152,9.85e-49,1.9199999999999998e-45,99.83018131,0.352220682,0.725533297,0.373312615,7,45613410,F,I,ADCY1,TSS1500,island,TSS1500-island,chr7:45613386-45615504,,True,,,,0.438556964,hyper,0.51,0.957055215,0.93814433,-0.018910885,0.42540263,0.445011575,-0.019608945
cg07676859,0.387542946,0.495350879,13.95873792,3.59e-38,9.05e-36,75.61689959,0.142658917,0.530201863,0.387542946,20,23015932,R,I,SSTR4,TSS200,island,TSS200-island,chr20:23015716-23016879,,,,,,0.43766027,hyper,0.18,0.957055215,0.959183673,0.002128459,0.406987801,0.452455226,-0.045467425
cg02534363,0.445082018,0.598838056,14.84724763,3.0999999999999996e-42,1.68e-39,84.93083191,0.1937814,0.638863418,0.445082018,3,47050950,R,II,NBEAL2,3'UTR,island,3'UTR-island,chr3:47050486-47051609,,True,,,,0.543311418,hyper,0.26,0.955284553,0.9375,-0.017784553,0.527141145,0.556603495,-0.02946235
cg13247663,0.410974029,0.624317945,17.27915966,7.54e-54,4.05e-50,111.5667979,0.250302013,0.661276041,0.410974029,8,59058254,R,I,FAM110B,5'UTR,island,5'UTR-island,chr8:59058167-59059414,True,True,high-CpG:59220802-59221031,,,0.53255206,hyper,0.43,0.955284553,0.953846154,-0.001438399,0.517701897,0.543386273,-0.025684376
cg19788741,0.387815223,0.557672051,14.80691364,4.7699999999999995e-42,2.52e-39,84.50248034,0.204732297,0.59254752,0.387815223,5,101632310,F,I,SLCO4C1,TSS200,island,TSS200-island,chr5:101632049-101632373,True,,,,,0.471688796,hyper,0.27,0.955284553,0.93814433,-0.017140223,0.441699117,0.495236463,-0.053537346
cg26573704,0.443961282,0.542280174,15.31663994,2e-44,1.68e-41,89.95182057,0.138243467,0.58220475,0.443961282,5,33892223,R,II,ADAMTS12,TSS200,island,TSS200-island,chr5:33892191-33892403,True,,high-CpG:33927847-33928066,,,0.56913528,hyper,0.25,0.955102041,0.948453608,-0.006648433,0.541990983,0.586878179,-0.044887196
cg15835232,0.396693858,0.509379252,15.87736934,4.46e-47,6.34e-44,96.03156556,0.148359303,0.545053161,0.396693858,17,53343075,F,II,HLF,Body,shore,Body-shore,chr17:53342198-53343061,,,,,,0.489519584,hyper,0.27,0.955102041,0.931937173,-0.023164868,0.479190259,0.501314727,-0.022124468
cg03796321,0.409456766,0.588017663,15.57293879,1.2399999999999999e-45,1.2999999999999998e-42,92.72017966,0.215382549,0.624839315,0.409456766,15,86162442,F,II,AKAP13,Body,opensea,Body-opensea,,,True,,rs16942230,,0.474016886,hyper,0.36,0.955102041,0.948453608,-0.006648433,0.470468808,0.478306598,-0.00783779
cg12162377,0.379844199,0.708090478,16.40017443,1.4e-49,3.25e-46,101.7731808,0.36240493,0.742249129,0.379844199,2,232261007,F,I,B3GNT7,Body,island,Body-island,chr2:232260100-232261134,,,,,,0.455106297,hyper,0.53,0.955102041,0.953846154,-0.001255887,0.441904907,0.463465954,-0.021561047
cg24375409,0.391355113,0.597435117,17.50901342,5.6199999999999995e-55,3.64e-51,114.1537838,0.241273809,0.632628922,0.391355113,1,38200920,F,I,EPHA10,Body,island,Body-island,chr1:38200919-38201200,,,,,,0.453207295,hyper,0.44,0.955102041,0.926315789,-0.028786251,0.446101622,0.458684121,-0.012582499
cg05923595,0.381707936,0.533691514,14.29389464,1.09e-39,3.6e-37,79.09933861,0.186309831,0.568017767,0.381707936,1,33547713,R,I,ADC,5'UTR,shore,5'UTR-shore,chr1:33546524-33547243,,True,,,,0.452298394,hyper,0.28,0.955102041,0.9375,-0.017602041,0.446238657,0.457692658,-0.011454001
cg10446179,0.388711073,0.458750567,12.2040024,1.64e-30,1.09e-28,58.08321482,0.104995526,0.493706599,0.388711073,6,121758653,R,II,GJA1,5'UTR,opensea,5'UTR-opensea,,,,,,,0.449616584,hyper,0.1,0.955102041,0.974619289,0.019517249,0.421096387,0.463292935,-0.042196548
cg00677574,0.430728326,0.630442222,16.71472987,4.23e-51,1.39e-47,105.2588383,0.238448457,0.669176783,0.430728326,17,43221327,R,II,ACBD4,3'UTR,shore,3'UTR-shore,chr17:43221927-43222388,True,True,,,,0.509140104,hyper,0.41,0.954918033,0.927083333,-0.027834699,0.489973469,0.516625471,-0.026652002
cg16703956,0.405173205,0.528863792,16.24020906,8.23e-49,1.6099999999999998e-45,100.0093239,0.160127027,0.565300232,0.405173205,5,1446217,F,I,SLC6A3,TSS1500,island,TSS1500-island,chr5:1444678-1446648,True,,,,rs2735852,0.494943659,hyper,0.32,0.954918033,0.9375,-0.017418033,0.484939729,0.499728148,-0.014788419
cg24302235,0.438606613,0.499614019,13.98980323,2.6e-38,6.73e-36,75.93803793,0.100450447,0.53905706,0.438606613,3,170746073,R,II,SLC2A2,TSS1500,island,TSS1500-island,chr3:170746072-170746292,True,True,,,,0.482269913,hyper,0.19,0.954918033,0.953846154,-0.001071879,0.47075764,0.487790418,-0.017032778
cg03186486,0.394667393,0.464306761,12.80640829,4.42e-33,4.48e-31,63.96064617,0.10513104,0.499798433,0.394667393,3,68980947,F,II,FAM19A4,5'UTR,island,5'UTR-island,chr3:68980783-68982035,,,,rs73835379,,0.445265194,hyper,0.16,0.954918033,0.926315789,-0.028602243,0.428578152,0.453267167,-0.024689015
cg02582940,0.38158371,0.55641495,14.87843953,2.2199999999999998e-42,1.23e-39,85.26243737,0.209146321,0.590730032,0.38158371,2,97308417,F,II,FER1L5,TSS200,opensea,TSS200-opensea,,True,,,,,0.431805973,hyper,0.33,0.954918033,0.920634921,-0.034283112,0.409828531,0.450076404,-0.040247873
cg23095615,0.42853034,0.583027475,13.6807765,6.360000000000001e-37,1.27e-34,72.75890032,0.193034036,0.621564376,0.42853034,6,146136563,F,II,FBXO30,TSS1500,island,TSS1500-island,chr6:146136325-146136564,,,,,,0.514148851,hyper,0.23,0.953156823,0.953846154,0.000689331,0.529563094,0.512562709,0.017000385
cg07891473,0.370686018,0.476764613,13.37551828,1.44e-35,2.26e-33,69.65322097,0.139413669,0.510099687,0.370686018,3,64670640,R,II,ADAMTS9,Body,shore,Body-shore,chr3:64671087-64673957,,,,,,0.443509496,hyper,0.22,0.953156823,0.9375,-0.015656823,0.440607484,0.444901104,-0.00429362
cg05385513,0.476907781,0.636862006,16.81552447,1.37e-51,5.1099999999999995e-48,106.3804127,0.202841615,0.679749396,0.476907781,2,56150478,F,II,EFEMP1,TSS200,island,TSS200-island,chr2:56150340-56151180,True,,,,,0.576475575,hyper,0.36,0.952965235,0.931937173,-0.021028062,0.567089455,0.583728469,-0.016639014
cg26654286,0.442770403,0.542524439,15.5782783,1.17e-45,1.23e-42,92.77804597,0.139571518,0.582341921,0.442770403,17,38465510,F,II,RARA,5'UTR,opensea,5'UTR-opensea,,,,,,,0.530988377,hyper,0.29,0.952965235,0.926315789,-0.026649446,0.523012878,0.540626311,-0.017613433
cg05304177,0.411149445,0.488075204,15.83293818,7.260000000000001e-47,9.97e-44,95.54675584,0.11389963,0.525049075,0.411149445,3,134083080,F,I,AMOTL2,Body,island,Body-island,chr3:134082860-134083201,,True,,,,0.513871319,hyper,0.21,0.952965235,0.943005181,-0.009960054,0.500902775,0.524913071,-0.024010296
cg13000649,0.410678429,0.495528247,18.25593865,1.14e-58,1.7899999999999998e-54,122.625236,0.121781331,0.53245976,0.410678429,17,17626790,R,II,RAI1,5'UTR,island,5'UTR-island,chr17:17625605-17628500,,,,,,0.50372689,hyper,0.32,0.952965235,0.903225806,-0.049739429,0.496749766,0.507149631,-0.010399865
cg16596604,0.405527198,0.57377082,14.90756188,1.6299999999999997e-42,9.29e-40,85.57231036,0.204711895,0.610239094,0.405527198,16,21294947,R,I,CRYM,5'UTR,shore,5'UTR-shore,chr16:21294980-21295414,,,,,,0.482619714,hyper,0.32,0.952965235,0.9375,-0.015465235,0.47142011,0.488014645,-0.016594535
cg23230584,0.38374278,0.489381656,16.94554524,3.1999999999999997e-52,1.3099999999999999e-48,107.8304072,0.140148118,0.523890899,0.38374278,7,95025740,F,I,PON3,TSS200,island,TSS200-island,chr7:95025559-95026122,,,,,,0.473357328,hyper,0.29,0.952965235,0.9375,-0.015465235,0.452986428,0.487858223,-0.034871795
cg14102988,0.397848045,0.508560546,13.55235796,2.3700000000000002e-36,4.23e-34,71.44808523,0.146490203,0.544338248,0.397848045,9,113801337,R,II,LPAR1,TSS1500,island,TSS1500-island,chr9:113799913-113801375,,,high-CpG:112840107-112841306,,,0.457010748,hyper,0.2,0.952965235,0.926315789,-0.026649446,0.425751067,0.489872146,-0.064121079
cg06834506,0.38740646,0.487086258,13.26743795,4.32e-35,6.21e-33,68.56217983,0.134518508,0.521924968,0.38740646,2,26396964,R,II,FAM59B,Body,island,Body-island,chr2:26396102-26397204,,,,,,0.433240658,hyper,0.19,0.952965235,0.943005181,-0.009960054,0.407451243,0.445607512,-0.038156269
