CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1
cg03943115,-0.257988663098643,0.344214715323795,-12.1764529272831,2.1371263933031097e-30,1.3965566002998e-28,57.8182707807644,0.579002959079035,0.321014295980392,-0.257988663098644,1,153014367,R,II,SPRR2D,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2854178698966468,hypo,0.5,0.9221052631578948
cg11267802,-0.289240062077638,0.525437813012145,-9.74526084457676,8.052804244686601e-21,1.46956353183232e-19,35.9443337094147,0.788667078140355,0.499427016062717,-0.289240062077639,1,153123593,R,II,SPRR2G,TSS200,opensea,TSS200-opensea,,,,,,,-0.3265804094099606,hypo,0.74,0.9152542372881355
cg04138756,-0.250230079081423,0.604002162594592,-9.83933666672097,3.6418662970723005e-21,6.89803801374527e-20,36.7300407915891,0.831729536722651,0.581499457641227,-0.250230079081424,1,152973849,R,II,SPRR3,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2947355606901331,hypo,0.74,0.8984881209503239
cg08948808,-0.294282647047956,0.528887533652364,-10.4488958266582,1.8817992607542202e-23,4.6228437435813e-22,41.9470198867777,0.796705913879461,0.502423266831505,-0.294282647047957,1,152942003,R,II,SPRR4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3264654426514827,hypo,0.71,0.9102564102564102
cg14202783,-0.292899339582061,0.553330225731393,-10.5049843676065,1.14709497805385e-23,2.89859528626241e-22,42.4377381950255,0.819889696646002,0.526990357063942,-0.29289933958206,9,130662561,R,I,ST6GALNAC6,TSS1500,shore,TSS1500-shore,chr9:130661107-130662047,,,,,,-0.3321997125136315,hypo,0.75,0.9221052631578948
cg26904169,-0.264986229995099,0.474849012177586,-11.053042290285,8.32410042585361e-26,2.77514532451676e-24,47.3232644834807,0.71600554523068,0.451019315235581,-0.264986229995099,7,89839865,R,II,STEAP2,TSS1500,shore,TSS1500-shore,chr7:89840813-89841491,,,,,,-0.2930527221469181,hypo,0.63,0.9201680672268908
cg17339327,-0.227385368592954,0.45147693504181,-11.6505526629388,3.24799475718413e-28,1.5235808823272498e-26,52.8284648427887,0.658413979121009,0.431028610528055,-0.227385368592954,6,31939025,R,II,STK19,TSS1500,shore,TSS1500-shore,chr6:31939730-31940559,,,,,,-0.2659238892192464,hypo,0.55,0.9036402569593147
cg26570233,-0.259408096279422,0.630193982598081,-9.58368882805302,3.1080726129877604e-20,5.31801727097404e-19,34.607414969888,0.866274012665326,0.606865916385903,-0.259408096279423,11,93475962,F,II,TAF1D,TSS1500,shore,TSS1500-shore,chr11:93474085-93475075,,,,rs61904920,,-0.2732768776439432,hypo,0.82,0.9201680672268908
cg00187686,-0.229236897047186,0.575956608825073,-8.42452914992703,3.11507046879865e-16,3.5289842378776104e-15,25.5018704183398,0.784578677001109,0.555341779953923,-0.229236897047186,11,59634218,R,II,TCN1,TSS200,opensea,TSS200-opensea,,,,,,,-0.2564309607893167,hypo,0.74,0.8874458874458875
cg16550453,-0.252210657104788,0.682612084047205,-7.12092245505636,3.33647807770622e-12,2.565926111499789e-11,16.366412274827,0.912141926664153,0.659931269559365,-0.252210657104788,10,115939018,R,I,TDRD1,TSS200,island,TSS200-island,chr10:115938962-115939292,,True,,,,-0.2843807338180921,hypo,0.89,0.8084112149532711
cg00358516,-0.215313270305805,0.681112502779756,-9.38040111586696,1.66244250531699e-19,2.6346751314886698e-18,32.9481308897434,0.87706306892137,0.661749798615565,-0.215313270305805,7,97882212,R,II,TECPR1,TSS1500,shore,TSS1500-shore,chr7:97881132-97881906,,,,,,-0.2271476670721915,hypo,0.83,0.9008620689655172
cg08231096,-0.257157646032903,0.662113883130751,-10.008556635453,8.624958314664149e-22,1.7478735416764802e-20,38.1566352106666,0.896145841570767,0.638988195537864,-0.257157646032903,2,137748460,F,II,THSD7B,TSS200,opensea,TSS200-opensea,,,,,,,-0.2942678777019906,hypo,0.89,0.9531568228105906
cg12397274,-0.218937088057998,0.490389885020062,-9.12663360231176,1.30113238308876e-18,1.87415770035955e-17,30.9132259452781,0.689638386022485,0.470701297964487,-0.218937088057998,6,54172183,F,II,TINAG,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2380151155703762,hypo,0.62,0.8965517241379309
cg11164506,-0.228235750085773,0.51936270101804,-9.37802303900966,1.6951218350811e-19,2.6837526721937698e-18,32.9288727002607,0.727073653434229,0.498837903348457,-0.228235750085772,15,66649558,F,II,TIPIN,TSS1500,shore,TSS1500-shore,chr15:66648784-66649178,,,,,,-0.2704409698482271,hypo,0.68,0.925
cg20672708,-0.306019737850582,0.489411041955736,-12.4600942740014,1.3504112261480301e-31,1.0681906125589199e-29,60.5623959038582,0.767911019208244,0.461891281357663,-0.306019737850581,20,30696827,R,II,TM9SF4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3450815169785301,hypo,0.74,0.9614604462474645
cg23254045,-0.232980887899266,0.626137715493162,-8.5995986278906,8.19103152204024e-17,9.82686081302745e-16,26.8203892445995,0.83816708469645,0.605186196797185,-0.232980887899266,15,38226454,R,II,TMCO5A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2532640148089867,hypo,0.77,0.8864628820960699
cg09502207,-0.247132800494383,0.646587414293983,-8.85300753341633,1.14304055624891e-17,1.49415417812238e-16,28.7654636353435,0.871496042082037,0.624363241587654,-0.247132800494383,8,133774222,F,II,TMEM71,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.278844439508215,hypo,0.84,0.9221052631578948
cg14982276,-0.224123441649505,0.287504085507463,-9.87825407563606,2.6187739627588706e-21,5.037046161151911e-20,37.0566244807582,0.49147254139712,0.267349099747616,-0.224123441649505,21,42880582,F,I,TMPRSS2,TSS1500,island,TSS1500-island,chr21:42878751-42880674,,,,rs76833541,,-0.246403660138928,hypo,0.37,0.8520179372197308
cg26147279,-0.231062779995862,0.601075648807476,-11.0631270960374,7.591542808167749e-26,2.54475306259177e-24,47.4146672886173,0.811359401825292,0.580296621829431,-0.231062779995861,3,13977886,F,II,TPRXL,TSS1500,shelf,TSS1500-shelf,chr3:13974400-13974867,,,,,,-0.2506583544183373,hypo,0.75,0.9266247379454926
cg13191008,-0.247772212075384,0.513925657358654,-11.134324876591,3.95582799096871e-26,1.37770993273688e-24,48.0614719841827,0.739416195686252,0.491643983610868,-0.247772212075384,11,4629912,R,II,TRIM68,TSS1500,shore,TSS1500-shore,chr11:4629098-4629530,,,,,,-0.2623599983649944,hypo,0.68,0.9330543933054394
cg05912589,-0.245901328310592,0.642133540882313,-9.59471849363972,2.8357445186484e-20,4.87288752860788e-19,34.6981723944099,0.865921440387996,0.620020112077404,-0.245901328310592,14,20774818,F,II,TTC5,TSS1500,opensea,TSS1500-opensea,,,,,rs35954250,,-0.2795228331371809,hypo,0.8,0.8893709327548808
cg04399632,-0.225658907932435,0.453272154616139,-10.0523854755916,5.923189469066002e-22,1.22402279275472e-20,38.5288871527668,0.658637995288462,0.432979087356028,-0.225658907932434,16,11837547,R,II,TXNDC11,TSS1500,shore,TSS1500-shore,chr16:11836073-11837092,,,,,rs73519630,-0.2528629715952749,hypo,0.58,0.8913043478260869
cg25941151,-0.321146222991671,0.532739436177769,-12.0905535221604,4.897583893421259e-30,3.026438154770929e-28,56.9944012178163,0.825005603145009,0.503859380153338,-0.32114622299167,11,88910913,F,II,TYR,TSS200,opensea,TSS200-opensea,,,,,rs1799989,rs61759519,-0.3448668201922611,hypo,0.74,0.9330543933054394
cg25612480,-0.229838421938712,0.477542657868187,-9.48572675250797,6.995099545441571e-20,1.1548817411164099e-18,33.8046239654146,0.686712156970685,0.456873735031972,-0.229838421938713,8,48920460,R,II,UBE2V2,TSS1500,shore,TSS1500-shore,chr8:48920837-48921414,,,,,,-0.2496943342987573,hypo,0.57,0.8302752293577982
cg09355820,-0.248116317608615,0.661144940658247,-10.160009386109,2.34301864685954e-22,5.07897049865626e-21,39.4477285496191,0.886948639776878,0.638832322168264,-0.248116317608615,1,10092237,F,II,UBE4B,TSS1500,shore,TSS1500-shore,chr1:10092532-10093404,,,,,,-0.2791133720952019,hypo,0.85,0.9421487603305785
cg24229750,-0.253515251973576,0.534785199343299,-9.94827854759602,1.44351513577092e-21,2.8547422154902e-20,37.6465202577482,0.765502317146589,0.511987065173013,-0.253515251973576,11,5531283,R,II,UBQLN3,TSS200,opensea,TSS200-opensea,,,,,,,-0.2954183715432709,hypo,0.74,0.9402061855670103
cg06530558,-0.252718211178084,0.584762332054574,-9.03162616676859,2.78197136542402e-18,3.86981526170954e-17,30.161972409563,0.814754085392902,0.562035874214818,-0.252718211178084,15,54304778,F,II,UNC13C,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2918624588182581,hypo,0.78,0.908315565031983
cg09305680,-0.287372481794712,0.410399600503907,-11.7043285487261,1.9547898550782e-28,9.48293639496703e-27,53.3326577102211,0.67192923321636,0.384556751421648,-0.287372481794711,8,117778069,R,II,UTP23,TSS1500,shore,TSS1500-shore,chr8:117778487-117779146,,,,,,-0.3283229538936853,hypo,0.59,0.9152542372881355
cg14844130,-0.216339212793327,0.436352794585705,-8.96926028903205,4.56711276322439e-18,6.21962228810437e-17,29.6720040391869,0.633237042199776,0.416897829406449,-0.216339212793327,22,22598937,F,II,VPREB1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2376694129561002,hypo,0.58,0.9087048832271761
cg12315311,-0.234460251392872,0.541975232916759,-9.70308182373078,1.14741398859728e-20,2.0586745496959202e-19,35.5937938922184,0.755350929328258,0.520890677935385,-0.234460251392873,19,54568443,R,II,VSTM1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2610280172990259,hypo,0.68,0.8937093275488069
cg21689902,-0.221497205133556,0.571970798820381,-9.03908762674298,2.6213401967043797e-18,3.65827535965119e-17,30.22076145585,0.773549190542645,0.55205198540909,-0.221497205133555,11,123984775,F,II,VWA5A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2341279577545948,hypo,0.7,0.8791208791208791
cg06580419,-0.234045754142224,0.450564503889887,-10.1017439195244,3.87427079877507e-22,8.18371727037156e-21,38.9494491662165,0.66356297798335,0.429517223841126,-0.234045754142225,2,215276156,F,II,VWC2L,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2514182976994622,hypo,0.58,0.8850325379609545
cg07142325,-0.23790575819565,0.710889322327591,-9.09061435245986,1.73674068738922e-18,2.4678691764181402e-17,30.6277250987286,0.927400677807803,0.689494919612155,-0.237905758195649,1,119684001,R,II,WARS2,TSS1500,shore,TSS1500-shore,chr1:119682874-119683411,,,,,,-0.2608165756839023,hypo,0.91,0.9148936170212766
cg25133753,-0.245225577476529,0.518111541245461,-9.21108972302783,6.589734010436873e-19,9.7844688929092e-18,31.5859172357097,0.741284458876978,0.496058881400449,-0.245225577476529,20,44299726,R,II,WFDC11,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2774495115782081,hypo,0.64,0.8565022421524664
cg12547930,-0.240810108163014,0.506379582893257,-10.1425099341079,2.72560294772739e-22,5.86403669764259e-21,39.2978684095008,0.725534105789812,0.484723997626799,-0.240810108163013,20,44168753,R,II,WFDC6,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2574557461580012,hypo,0.62,0.8703296703296705
cg05398095,-0.255399229815454,0.444694790012791,-10.1630726717455,2.28175734568563e-22,4.95245209850379e-21,39.4739798517165,0.677126463190165,0.42172723337471,-0.255399229815455,1,207224740,F,II,YOD1,TSS1500,shore,TSS1500-shore,chr1:207226281-207226842,True,,,,,-0.2729514989788971,hypo,0.56,0.8801742919389979
cg27196999,-0.240611313828168,0.548135499186829,-8.07251264407421,4.293016984133081e-15,4.3561819407034e-14,22.9146202056417,0.767109104936924,0.526497791108756,-0.240611313828168,4,69216111,F,II,YTHDC1,TSS1500,shore,TSS1500-shore,chr4:69215304-69215921,,,,,,-0.2628855196106949,hypo,0.69,0.8454545454545455
cg12497692,-0.220172029398624,0.662710962751211,-9.62737740000528,2.1605350995343902e-20,3.75984877010054e-19,34.9673430256613,0.863083349218304,0.64291131981968,-0.220172029398624,19,36203089,R,II,ZBTB32,TSS1500,shelf,TSS1500-shelf,chr19:36207084-36209691,,,,,,-0.2546379382788619,hypo,0.82,0.9063829787234042
cg01223204,-0.21409082833354,0.665657016843468,-9.17175826451911,9.05114210604588e-19,1.32581276175096e-17,31.2720752250853,0.860495072844856,0.646404244511315,-0.214090828333541,22,22863655,R,II,ZNF280B,TSS200,shore,TSS200-shore,chr22:22862623-22863220,,,,,,-0.2365184865383201,hypo,0.81,0.8937093275488069
cg10026158,-0.216305413898214,0.517635939154229,-10.4128084214994,2.58517393679638e-23,6.2539731264387e-22,41.6322231437045,0.714489427342172,0.498184013443958,-0.216305413898214,7,148891888,F,I,ZNF282,TSS1500,shore,TSS1500-shore,chr7:148892424-148892837,,,,,,-0.2361402938067179,hypo,0.64,0.8859649122807017
cg13498800,-0.243077808332819,0.632228088362287,-9.72437690006206,9.59713560539566e-21,1.73606308622776e-19,35.7706375778471,0.853446381557262,0.610368573224443,-0.243077808332818,1,182031601,F,II,ZNF648,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2868924359428516,hypo,0.85,0.948665297741273
cg12210543,-0.222365171445087,0.348020449985539,-11.3114091198058,7.73165780453372e-27,2.96683835613485e-25,49.6815675018609,0.550388753494917,0.32802358204983,-0.222365171445087,19,12175107,F,II,ZNF844,TSS1500,shore,TSS1500-shore,chr19:12175460-12176057,,,,,,-0.2500764061980837,hypo,0.5,0.9269311064718163
cg26810908,-0.296206429721198,0.545127885476537,-11.541594738701,9.04816064570994e-28,3.97056255187135e-26,51.8112253715057,0.814697046337916,0.518490616616717,-0.296206429721198,1,238054569,R,II,ZP4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3280434336615384,hypo,0.74,0.9374999999999999
